Trait	nSNP	overall_p	mscomp	File_ID	First_Author	Year	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	SNP_number	Chip	Population	Collection	FDR.overall
SIRT2_Folkersen_33067605_1	1661	9.89045207747768e-05	PC3 (2e-07)	SIRT2_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	SIRT2	NAD-dependent deacetylase sirtuin 2 (SIRT2) levels	BMK	21758	0	21758		Multiple (see paper)	European		0.000697169472264017
SLE_FG_FinnGen_FinnGenR7_1	1655	1.07410291604336e-05	PC9 (8e-05)	SLE_FG_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	SLE_FG	SLE (FG) (FinnGen)	IMD	232612	835	233447			European (Finnish)	FinnGen	5.41130329854756e-05
SLE_NOS_FinnGen_FinnGenR7_1	1655	0.000472815740100781	PC9 (3e-04)	SLE_NOS_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	SLE_NOS	Systemic lupus erythematosus, unspecified (FinnGen)	IMD	308319	680	308999			European (Finnish)	FinnGen	0.00182699674330205
SLE_STRICT_FinnGen_FinnGenR7_1	1655	0.000244372655104543	PC9 (3e-04)	SLE_STRICT_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	SLE_STRICT	SLE, strict definition (FinnGen)	IMD	308368	786	309154			European (Finnish)	FinnGen	0.00103468422054902
SRC_Folkersen_33067605_1	1661	2.07716168932275e-05	PC3 (8e-06)	SRC_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	SRC	Proto-oncogene tyrosine-protein kinase Src levels	BMK	21758	0	21758		Multiple (see paper)	European		0.000169754248403273
SSC_LopezIsac_31672989_1	1654	0.00069134978142869	PC1 (3e-04)	SSC_LopezIsac_31672989_1-hg38.tsv.gz	LopezIsac	2019	31672989	SSC	Systemic Sclerosis	IMD	18333	9846	28179	4723365	Multiple (See Suppl. Data 1)	European		0.0025243781009965
ST19_FRACT_FEMUR_FinnGen_FinnGenR7_1	1655	4.09573073890533e-05	PC8 (2e-05)	ST19_FRACT_FEMUR_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	ST19_FRACT_FEMUR	Fracture of femur (FinnGen)	OTH	297514	6309	303823			European (Finnish)	FinnGen	0.00127091765958759
ST19_INJURI_THORAX_FinnGen_FinnGenR7_1	1655	6.27007331331263e-05	PC11 (4e-04)	ST19_INJURI_THORAX_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	ST19_INJURI_THORAX	Injuries to the thorax (FinnGen)	OTH	298234	10920	309154			European (Finnish)	FinnGen	0.00180860706276962
ST19_SEQUEL_INJURI_POISO_OTHER_CONSE_EXTER_CAUSES_FinnGen_FinnGenR7_1	1655	0.000171135084828124	PC13 (2e-03)	ST19_SEQUEL_INJURI_POISO_OTHER_CONSE_EXTER_CAUSES_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	ST19_SEQUEL_INJURI_POISO_OTHER_CONSE_EXTER_CAUSES	Sequelae of injuries, of poisoning and of other consequences of external causes (FinnGen)	OTH	303336	5818	309154			European (Finnish)	FinnGen	0.00432697103367899
ST2_Folkersen_33067605_1	1661	1.96689954214488e-07	PC5 (3e-06)	ST2_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	ST2	ST2 protein (ST2, IL1RL1) levels	BMK	21758	0	21758		Multiple (see paper)	European		1.98363911271633e-06
T1D_Chiou_34012112_1	1660	9.21195610357874e-22	PC5 (1e-08)	T1D_Chiou_34012112_1-hg38.tsv.gz	Chiou	2021	34012112	T1D	Type 1 Diabetes	IMD	501368	18942	520310		Multiple (Meta-analysis; Affymetrix, Illumina Infinium, Illumina Omni)	European		1.2642615618015e-20
T1D_Cooper_doi101101120022_1	1661	2.11655424319311e-12	PC9 (1e-05)	T1D_Cooper_doi101101120022_1-hg38.tsv.gz	Cooper	2017	doi101101120022	T1D	Type 1 Diabetes	IMD	8828	5913	14741	9037957	Multiple	European		2.00568711616871e-11
T1D_FinnGen_FinnGenR7_1	1655	0.000260938188895841	PC6 (2e-03)	T1D_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	T1D	Type 1 Diabetes	IMD	255449	3711	259160			European (Finnish)	FinnGen	0.00107065359979943
T1D_Inshaw_up_1	1661	2.40162304373436e-12	PC9 (3e-05)	T1D_Inshaw_up_1-hg38.tsv.gz	Inshaw	2020	up	T1D	Type 1 Diabetes	IMD	8828	5913	14741		Multiple (Meta-analysis with imputation)	European		2.22289760792157e-11
T1D_STRICT1_FinnGen_FinnGenR7_1	1655	0.000996242117395913	PC6 (4e-04)	T1D_STRICT1_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	T1D_STRICT1	Type 1 diabetes, strict definition, subgroup 1 (FinnGen)	IMD	252598	2938	255536			European (Finnish)	FinnGen	0.00350888816569534
T1D_STRICT_FinnGen_FinnGenR7_1	1655	0.000198162914325258	PC6 (6e-04)	T1D_STRICT_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	T1D_STRICT	Type 1 diabetes, strict defin1tion (FinnGen)	IMD	255449	3100	258549			European (Finnish)	FinnGen	0.000857269998928834
T1D_WIDE1_FinnGen_FinnGenR7_1	1655	1.24028266940464e-07	PC8 (2e-04)	T1D_WIDE1_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	T1D_WIDE1	Type 1 diabetes, wide definition, subgroup 1 (FinnGen)	IMD	252660	7013	259673			European (Finnish)	FinnGen	8.09233610529585e-07
T1D_WIDE_FinnGen_FinnGenR7_1	1655	1.41923212041402e-06	PC8 (8e-04)	T1D_WIDE_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	T1D_WIDE	Type 1 diabetes, wide definition (FinnGen)	IMD	255551	7337	262888			European (Finnish)	FinnGen	8.18629541919971e-06
T2D_FinnGen_FinnGenR7_1	1655	8.96213848131719e-05	PC9 (1e-03)	T2D_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	T2D	Type 2 Diabetes	OTH	255449	44313	299762			European (Finnish)	FinnGen	0.00244726128129835
T2D_INCLAVO_FinnGen_FinnGenR7_1	1655	0.000137903174717363	PC9 (1e-03)	T2D_INCLAVO_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	T2D_INCLAVO	Type 2 diabetes, definitions combined, including avohilmo (FinnGen)	OTH	253665	46818	300483			European (Finnish)	FinnGen	0.00357500888381215
T2D_Mahajan_30297969_1	1661	1.10619883023586e-19	PC14 (2e-10)	T2D_Mahajan_30297969_1-hg38.tsv.gz	Mahajan	2018	30297969	T2D	Type 2 Diabetes	OTH	824006	74124	898130	21635866		European		2.05954109483913e-17
T2D_Scott_28566273_1	1661	3.14193353704871e-06	PC3 (2e-03)	T2D_Scott_28566273_1-hg38.tsv.gz	Scott	2017	28566273	T2D	Type 2 Diabetes	OTH	132532	26676	159208	12056346		European		0.000149643718229669
T2D_WIDE_FinnGen_FinnGenR7_1	1655	4.42624980904757e-06	PC10 (4e-06)	T2D_WIDE_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	T2D_WIDE	Type 2 diabetes, wide definition (FinnGen)	OTH	257444	28960	286404			European (Finnish)	FinnGen	0.000197064339324553
T2D_Xue_30054458_1	1489	9.50158177436821e-14	PC14 (3e-05)	T2D_Xue_30054458_1-hg38.tsv.gz	Xue	2018	30054458	T2D	Type 2 Diabetes	OTH	596424	62832	659256	5052918	Multiple (Meta-analysis)	European		1.38994567670758e-11
TES_SinnottArmstrong_33462484_1	1640	2.85248182207489e-20	PC10 (3e-07)	TES_SinnottArmstrong_33462484_1-hg38.tsv.gz	SinnottArmstrong	2021	33462484	TES	Testosterone	BMK	329274	0	329274		Multiple (UKBB data & others)	Trans-ethnic	UKBB	4.22523869894843e-19
TG_Sakaue_doi1011012020102320213652_1	1562	9.15871198382093e-12	PC14 (1e-04)	TG_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	TG	Triglycerides	BMK	111667	0	111667		HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	1.14242881061345e-10
TG_SinnottArmstrong_33462484_1	1640	7.05650370523009e-258	PC8 (7e-77)	TG_SinnottArmstrong_33462484_1-hg38.tsv.gz	SinnottArmstrong	2021	33462484	TG	Triglycerides	BMK	362907	0	362907		Multiple (UKBB data & others)	Trans-ethnic	UKBB	1.11492758542635e-255
THROMBOCYTAEMIA_FinnGen_FinnGenR7_1	1655	2.61960257754016e-08	PC8 (3e-11)	THROMBOCYTAEMIA_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	THROMBOCYTAEMIA	Essential (haemorrhagic) thrombocythaemia (FinnGen)	CAN	307660	640	308300			European (Finnish)	FinnGen	4.53191245914448e-06
TIE2_Folkersen_33067605_1	1661	8.02267479972032e-07	PC14 (1e-05)	TIE2_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	TIE2	Angiopoietin-1 receptor levels	BMK	21758	0	21758		Multiple (see paper)	European		7.76070990830088e-06
TNFSF14_Folkersen_33067605_1	1661	3.04908480068256e-08	PC8 (8e-10)	TNFSF14_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	TNFSF14	Tumor necrosis factor superfamily member 14 (TNFSF14, CD258, LIGHT) levels	BMK	21758	0	21758		Multiple (see paper)	European		3.28469589891712e-07
TONS_Tian_28928442_1	1661	0.000394493054967126	PC9 (3e-04)	TONS_Tian_28928442_1-hg38.tsv.gz	Tian	2017	28928442	TONS	Tonsillectomy	INF	113323	60098	173421	13794598		European		0.00619586151036604
TPROT_SinnottArmstrong_33462484_1	1640	7.02445396316145e-98	PC8 (5e-55)	TPROT_SinnottArmstrong_33462484_1-hg38.tsv.gz	SinnottArmstrong	2021	33462484	TPROT	Total protein	BMK	331979	0	331979		Multiple (UKBB data & others)	Trans-ethnic	UKBB	4.16198897317316e-96
UA_SinnottArmstrong_33462484_1	1640	5.34588892687523e-70	PC8 (7e-36)	UA_SinnottArmstrong_33462484_1-hg38.tsv.gz	SinnottArmstrong	2021	33462484	UA	Uric acids	BMK	362754	0	362754		Multiple (UKBB data & others)	Trans-ethnic	UKBB	2.11162612611572e-68
UC_DeLange_28067908_1	1661	4.72641165880046e-06	PC2 (6e-04)	UC_DeLange_28067908_1-hg38.tsv.gz	DeLange	2017	28067908	UC	Ulcerative Colitis	IMD	33609	12366	45975	9486539		European		2.54204302730079e-05
UREA_SinnottArmstrong_33462484_1	1640	1.17603135105566e-46	PC10 (9e-43)	UREA_SinnottArmstrong_33462484_1-hg38.tsv.gz	SinnottArmstrong	2021	33462484	UREA	Serum urea	BMK	362973	0	362973		Multiple (UKBB data & others)	Trans-ethnic	UKBB	2.65447076381135e-45
VEGF_AholaOlli_27989323_1	1661	3.98132053639005e-05	PC8 (2e-04)	VEGF_AholaOlli_27989323_1-hg38.tsv.gz	AholaOlli	2017	27989323	VEGF	Vascular endothelial growth factor (VEGF) levels	BMK	7118	0	7118	9889895	Multiple (Meta-analysis)	European (Finnish)	Ahola-Olli	0.000299546973690299
VITD_Manousaki_28757204_1	1659	5.85476659847402e-06	PC2 (5e-06)	VITD_Manousaki_28757204_1-hg38.tsv.gz	Manousaki	2017	28757204	VITD	Vitamin D	BMK	42274	0	42274	13300071		European		5.23614975033337e-05
VITD_SinnottArmstrong_33462484_1	1640	5.66850900120766e-39	PC7 (5e-15)	VITD_SinnottArmstrong_33462484_1-hg38.tsv.gz	SinnottArmstrong	2021	33462484	VITD	Vitamin D	BMK	346130	0	346130		Multiple (UKBB data & others)	Trans-ethnic	UKBB	1.2213060302602e-37
VIT_Jin_27723757_1	1660	4.27537036871831e-11	PC5 (9e-07)	VIT_Jin_27723757_1-hg38.tsv.gz	Jin	2016	27723757	VIT	Vitiligo	IMD	39586	4680	44266	9068689		European		3.69912479728236e-10
Z21_PRESENCE_CARDIAC_VASCULAR_IMPLANTNTS_GRAFTS_FinnGen_FinnGenR7_1	1655	0.000261166320589113	PC12 (2e-03)	Z21_PRESENCE_CARDIAC_VASCULAR_IMPLANTNTS_GRAFTS_FinnGen_FinnGenR7_1-hg38.tsv.gz	FinnGen	2022	FinnGenR7	Z21_PRESENCE_CARDIAC_VASCULAR_IMPLANTNTS_GRAFTS	Presence of cardiac and vascular implants and grafts (FinnGen)	OTH	270158	12728	282886			European (Finnish)	FinnGen	0.00629257205372357
bNGF_Hoglund_31727947_1	1660	0.00163874538639479	PC10 (6e-03)	bNGF_Hoglund_31727947_1-hg38.tsv.gz	Hoglund	2020	31727947	bNGF	Beta nerve growth factor (bNGF) levels	BMK	822	0	822	16882855	WGS, Illumina short read technology (X-ten)	European (Swedish)	Hoglund	0.00935861823073651
